DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location,Threat,Males,Females,No Gender
141815158,8/8/2014,8/8/2014,930,18,Southeast,1831,354,THEFT OF IDENTITY,0930 1822,23,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,800 W  120TH                        ST,,"(33.9237, -118.2891)",0,0,1,0
141907687,3/6/2014,3/4/2014,2200,19,Mission,1924,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),344,32,M,H,101,STREET,,,IC,Invest Cont,331,,,,15000    WESTCLIFF                    DR,,"(34.2866, -118.4583)",0,1,0,0
160809757,5/3/2016,5/3/2016,1040,8,West LA,833,624,BATTERY - SIMPLE ASSAULT,417,43,M,W,138,STAIRWELL*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1300    WESTWOOD                     BL,,"(34.057, -118.4428)",1,1,0,0
170514467,8/13/2017,8/13/2017,2300,5,Harbor,504,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0417 0429 1409,44,M,A,121,YARD (RESIDENTIAL/BUSINESS),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,998,,,1600 W  206TH                        ST,,"(33.8438, -118.3066)",1,1,0,0
140712921,8/20/2014,8/17/2014,1700,7,Wilshire,705,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0341 1202,94,F,W,511,PROJECT/TENEMENT/PUBLIC HOUSING,,,IC,Invest Cont,341,,,,500 N  LA BREA                      AV,,"(34.0803, -118.3441)",0,0,1,0
162014510,8/2/2016,8/2/2016,1815,20,Olympic,2029,624,BATTERY - SIMPLE ASSAULT,1810 0400 0416,24,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,600 S  VIRGIL                       AV,,"(34.0637, -118.287)",1,1,0,0
160401064,8/22/2016,8/22/2016,1845,4,Hollenbeck,491,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1402,,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,998,,,2600 E  OLYMPIC                      BL,,"(34.0253, -118.2224)",0,1,0,0
161305603,1/28/2016,1/23/2016,1200,13,Newton,1347,354,THEFT OF IDENTITY,1822 0100,47,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1500 E  42ND                         ST,,"(34.0068, -118.2474)",0,1,0,0
171200586,2/20/2017,2/20/2017,1920,12,77th Street,1257,761,BRANDISH WEAPON,0302 0334 1814 1402 1407 1419 0421 0312 0432,28,F,H,206,TV/RADIO/APPLIANCE,511,VERBAL THREAT,AA,Adult Arrest,761,998,,,7600 S  VERMONT                      AV,,"(33.9707, -118.2914)",1,0,1,0
140700729,3/14/2014,3/13/2014,1130,7,Wilshire,762,310,BURGLARY,0344 1606 1402,37,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,1400    STEARNS                      DR,,"(34.0524, -118.3711)",0,1,0,0
160919267,10/25/2016,10/25/2016,2300,9,Van Nuys,948,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",411,17,M,H,102,SIDEWALK,218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,230,,,,WOODMAN                      AV,OXNARD                       AV,"(34.1794, -118.4312)",1,1,0,0
150626891,12/28/2015,6/4/2015,1,6,Hollywood,631,354,THEFT OF IDENTITY,377,43,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400    ORIOLE                       DR,,"(34.0969, -118.3882)",0,1,0,0
171904322,1/7/2017,1/7/2017,1500,19,Mission,1908,110,CRIMINAL HOMICIDE,1814 1100 0430 0906 1402 2000,34,F,H,101,STREET,106,UNKNOWN FIREARM,AA,Adult Arrest,110,998,,,HARDING                      ST,TRIPOLI                      AV,"(34.3072, -118.4155)",1,0,1,0
162105895,2/12/2016,2/12/2016,1715,21,Topanga,2105,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1202 0421 0554 1818 1238,62,F,O,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AA,Adult Arrest,930,,,,8400    OWENSMOUTH                   AV,,"(34.2224, -118.6019)",1,0,1,0
140507389,3/25/2014,3/24/2014,1630,5,Harbor,565,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329,29,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,600 W  8TH                          ST,,"(33.737, -118.2901)",0,0,1,0
150416278,10/27/2015,10/27/2015,2030,4,Hollenbeck,487,210,ROBBERY,0344 0416 0446,63,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,8TH                          ST,MARIETTA,"(34.0257, -118.2139)",1,1,0,0
172106252,2/12/2017,2/12/2017,715,21,Topanga,2107,440,THEFT PLAIN - PETTY ($950 & UNDER),344,32,M,H,104,DRIVEWAY,,,IC,Invest Cont,440,,,,8400    VARIEL                       AV,,"(34.2222, -118.5929)",0,1,0,0
150120348,9/7/2015,9/7/2015,130,1,Central,111,440,THEFT PLAIN - PETTY ($950 & UNDER),344,61,M,A,101,STREET,,,IC,Invest Cont,440,,,,COLLEGE,HILL,"(34.0644, -118.2387)",0,1,0,0
140307243,2/27/2014,2/27/2014,1515,3,Southwest,321,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0325 0104 0378,17,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,5100    RODEO                        RD,,"(34.0216, -118.3556)",0,1,0,0
171714863,7/25/2017,7/25/2017,1538,17,Devonshire,1764,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0378,,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,9300    TAMPA                        AV,,"(34.244, -118.5583)",0,0,0,0
151820364,11/11/2015,6/1/2014,1,18,Southeast,1881,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 1813,24,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,16300 S  VERMONT                      AV,,"(33.8834, -118.2913)",1,0,1,0
160219625,10/30/2016,10/30/2016,2025,2,Rampart,265,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2000 1814 0443,51,F,H,102,SIDEWALK,511,VERBAL THREAT,AO,Adult Other,930,,,,700 S  WESTLAKE                     AV,,"(34.0559, -118.2756)",1,0,1,0
161715805,9/1/2016,9/1/2016,945,17,Devonshire,1776,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1501,49,F,W,121,YARD (RESIDENTIAL/BUSINESS),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,998,,,MARILLA,PETIT,"(34.2478, -118.4981)",1,0,1,0
141413212,5/6/2014,5/5/2014,1825,14,Pacific,1424,310,BURGLARY,344,,M,W,710,OTHER PREMISE,,,IC,Invest Cont,310,,,,11700    NATIONAL                     BL,,"(34.0227, -118.4387)",0,1,0,0
171016492,9/27/2017,9/27/2017,1825,10,West Valley,1091,310,BURGLARY,0344 1609 0352,69,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4300    VANALDEN                     AV,,"(34.1432, -118.5567)",0,1,0,0
140506852,3/11/2014,3/10/2014,2300,5,Harbor,515,310,BURGLARY,0329 0344 0358 1300,34,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,1700    WILMINGTON                   BL,,"(33.7969, -118.2752)",0,0,1,0
161223116,9/12/2016,9/12/2016,2205,12,77th Street,1266,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1313 0302 0430 0309 1822 0906,20,M,H,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,230,,,,600 W  81ST                         ST,,"(33.9656, -118.2842)",1,1,0,0
161228483,11/27/2016,11/25/2016,1825,12,77th Street,1235,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1822,54,M,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745,,,,1300 W  61ST                         ST,,"(33.9842, -118.298)",1,1,0,0
151010417,6/5/2015,6/4/2015,700,10,West Valley,1041,946,OTHER MISCELLANEOUS CRIME,0432 0443,57,M,W,101,STREET,511,VERBAL THREAT,IC,Invest Cont,946,,,,5700    MELVIN                       AV,,"(34.1747, -118.56)",1,1,0,0
140407141,3/21/2014,3/21/2014,900,4,Hollenbeck,424,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0416 0417 0400 0337 0446,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,2200    THOMAS                       ST,,"(34.0703, -118.2051)",1,0,1,0
172113581,7/12/2017,7/11/2017,1700,21,Topanga,2172,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,77,F,W,104,DRIVEWAY,,,IC,Invest Cont,745,,,,5200    ORRVILLE                     AV,,"(34.1648, -118.6451)",0,0,1,0
140214536,7/22/2014,7/22/2014,30,2,Rampart,265,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 1819 0432 0408 0416 1414,31,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,8TH,ALVARADO,"(34.0549, -118.2778)",1,0,1,0
140214757,7/26/2014,7/25/2014,2220,2,Rampart,269,210,ROBBERY,0916 1822 1310 1311 0906 1816,57,M,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,JAMES M WOOD,UNION,"(34.0508, -118.2722)",1,1,0,0
150914003,7/22/2015,7/21/2015,2130,9,Van Nuys,946,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",1609,,X,X,108,PARKING LOT,,,IC,Invest Cont,740,,,,5500    HAZELTINE                    AV,,"(34.1704, -118.44)",0,0,0,0
170415339,9/11/2017,9/11/2017,1630,4,Hollenbeck,499,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1309 0400 0444 0448 1310,26,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1500    ESPERANZA                    ST,,"(34.0159, -118.201)",1,0,1,0
150812524,7/23/2015,7/23/2015,1015,8,West LA,849,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 1309 0917 0913 0601 1202,71,M,H,719,MEDICAL/DENTAL OFFICES,,,AO,Adult Other,341,,,,1000 S  ROBERTSON                    BL,,"(34.0574, -118.3837)",0,1,0,0
171106092,2/14/2017,2/14/2017,1225,11,Northeast,1119,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,421,51,M,B,203,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,930,,,,7300 N  FIGUEROA                     ST,,"(34.136, -118.1884)",1,1,0,0
150207864,3/11/2015,2/26/2015,1700,2,Rampart,241,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 0352,24,M,A,101,STREET,,,IC,Invest Cont,331,,,,400 S  OCCIDENTAL                   BL,,"(34.0665, -118.2828)",0,1,0,0
160818111,11/2/2016,6/29/2016,1308,8,West LA,836,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251 0394,27,M,A,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,2100 S  BEVERLY GLEN                 BL,,"(34.0524, -118.4215)",0,1,0,0
171111873,6/11/2017,6/11/2017,500,11,Northeast,1162,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,34,M,O,101,STREET,,,IC,Invest Cont,420,,,,4500    FOUNTAIN                     AV,,"(34.0957, -118.2867)",0,1,0,0
151405454,1/22/2015,8/5/2014,2200,14,Pacific,1441,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1205 0344,53,F,W,710,OTHER PREMISE,,,IC,Invest Cont,341,,,,2800    OCEAN FRONT                  WK,,"(33.9806, -118.4682)",0,0,1,0
151224541,10/24/2015,10/18/2015,200,12,77th Street,1293,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,28,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,10500 S  GRAMERCY                     PL,,"(33.9409, -118.3134)",0,0,1,0
160819758,12/10/2016,12/10/2016,445,8,West LA,887,330,BURGLARY FROM VEHICLE,1601 0344,31,F,W,101,STREET,,,IC,Invest Cont,330,,,,2700 S  CANFIELD                     AV,,"(34.0435, -118.394)",0,0,1,0
161610230,6/5/2016,6/5/2016,100,16,Foothill,1684,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1300 0443 0432 2004 1816 0913 0906,48,M,H,104,DRIVEWAY,511,VERBAL THREAT,AA,Adult Arrest,930,,,,11800    STAGG                        ST,,"(34.2121, -118.39)",1,1,0,0
161225286,10/12/2016,10/11/2016,2130,12,77th Street,1215,330,BURGLARY FROM VEHICLE,0329 1602 0344,27,F,H,101,STREET,,,IC,Invest Cont,330,,,,VERMONT                      AV,N  53RD                         ST,"(33.9941, -118.2915)",0,0,1,0
162108312,4/4/2016,4/4/2016,1300,21,Topanga,2149,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352 0906,34,M,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,19700    SHERMAN                      WY,,"(34.201, -118.5623)",0,1,0,0
151513847,4/1/2014,4/1/2014,15,15,N Hollywood,1527,310,BURGLARY,344,44,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,6400    FAIR                         AV,,"(34.1867, -118.3747)",0,1,0,0
141613899,9/21/2014,9/16/2014,830,16,Foothill,1654,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1606,34,M,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,12100    BRANFORD                     ST,,"(34.2529, -118.3968)",0,1,0,0
131920704,10/5/2013,10/3/2013,1800,19,Mission,1994,901,VIOLATION OF RESTRAINING ORDER,1501,39,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901,,,,14800    ROSCOE                       BL,,"(34.2215, -118.4553)",0,0,1,0
140914703,8/10/2014,8/4/2014,2200,9,Van Nuys,941,956,"LETTERS, LEWD",421,50,M,W,203,OTHER BUSINESS,,,AO,Adult Other,956,,,,15000    OXNARD                       ST,,"(34.1794, -118.4596)",0,1,0,0
141014501,9/4/2014,8/19/2014,1,10,West Valley,1083,354,THEFT OF IDENTITY,0930 0377,80,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4400    LA BARCA                     DR,,"(34.1506, -118.5523)",0,0,1,0
131912328,5/19/2013,5/18/2013,2330,19,Mission,1918,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1609,60,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740,,,,13700    FOOTHILL                     BL,,"(34.3086, -118.4317)",0,1,0,0
161013372,7/29/2016,7/29/2016,1400,10,West Valley,1078,662,"BUNCO, GRAND THEFT",0800 0701 0100 1402,24,F,A,203,OTHER BUSINESS,,,IC,Invest Cont,662,,,,16600    VENTURA                      BL,,"(34.1613, -118.4917)",0,0,1,0
160510933,5/30/2016,5/30/2016,1827,5,Harbor,563,310,BURGLARY,0329 0358,15,X,X,721,HIGH SCHOOL,,,IC,Invest Cont,310,,,,1000 W  15TH                         ST,,"(33.7306, -118.299)",0,0,0,0
160124595,10/2/2016,10/2/2016,2015,1,Central,182,624,BATTERY - SIMPLE ASSAULT,0416 0319,45,M,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",1,1,0,0
152006413,2/18/2015,2/17/2015,1400,20,Olympic,2049,626,INTIMATE PARTNER - SIMPLE ASSAULT,0448 2000 1813 0416 0344 0400,52,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,2900    FRANCIS                      AV,,"(34.0568, -118.2891)",1,0,1,0
142119384,12/8/2014,12/8/2014,1300,21,Topanga,2107,210,ROBBERY,0344 0334 0355 1309,28,F,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,210,,,,SCHOENBORN                   ST,VARIEL                       AV,"(34.2213, -118.5929)",1,0,1,0
170611064,4/27/2017,4/26/2017,2130,6,Hollywood,647,210,ROBBERY,0400 1300 1309 0302 0432 0342 0334 0355 0380,29,M,H,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,210,,,,1500 N  ARGYLE                       AV,,"(34.098, -118.3252)",1,1,0,0
172013768,7/12/2017,6/23/2017,200,20,Olympic,2019,210,ROBBERY,0429 0416 0344 0305,29,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,BEVERLY,VERMONT,"(34.0763, -118.2917)",1,1,0,0
151424386,9/13/2015,9/13/2015,1550,14,Pacific,1431,440,THEFT PLAIN - PETTY ($950 & UNDER),344,45,M,H,102,SIDEWALK,,,IC,Invest Cont,440,,,,00    WINDWARD                     AV,,"(33.9872, -118.4732)",0,1,0,0
171706279,2/13/2017,2/3/2017,2200,17,Devonshire,1792,330,BURGLARY FROM VEHICLE,0344 0385 1606,21,M,H,101,STREET,,,IC,Invest Cont,330,,,,8300    CALVIN                       AV,,"(34.2205, -118.5557)",0,1,0,0
171810134,4/21/2017,4/20/2017,700,18,Southeast,1827,310,BURGLARY,0344 0321 1202,76,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,9400    GRAPE                        ST,,"(33.9514, -118.2363)",0,0,1,0
161707829,3/22/2016,3/22/2016,1145,17,Devonshire,1798,888,TRESPASSING,1501 0202,36,M,H,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,888,,,,8800    AQUEDUCT                     AV,,"(34.2302, -118.4742)",0,1,0,0
140317253,8/9/2014,5/13/2014,1630,3,Southwest,391,888,TRESPASSING,,52,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,4400    DON TOMASO                   DR,,"(34.0051, -118.3507)",0,0,1,0
170210056,5/3/2017,5/2/2017,1430,2,Rampart,256,624,BATTERY - SIMPLE ASSAULT,0913 0416 1817,20,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,WILSHIRE                     BL,LITTLE                       ST,"(34.0562, -118.2719)",1,0,1,0
131917690,8/19/2013,8/19/2013,1600,19,Mission,1998,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,,M,W,407,HARDWARE/BUILDING SUPPLY,,,AA,Adult Arrest,442,,,,7800    VAN NUYS                     BL,,"(34.212, -118.4488)",0,1,0,0
170213985,7/17/2017,7/17/2017,2110,2,Rampart,237,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0447,33,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",507,LIQUOR/DRUGS,IC,Invest Cont,626,,,,200    WITMER                       ST,,"(34.061, -118.2615)",1,0,1,0
131923153,11/17/2013,11/17/2013,325,19,Mission,1981,330,BURGLARY FROM VEHICLE,1307 0329 1300,32,F,A,101,STREET,,,AA,Adult Arrest,330,,,,8500    ORION                        AV,,"(34.2247, -118.4721)",0,0,1,0
140309784,4/9/2014,3/31/2014,155,3,Southwest,393,763,STALKING,0347 0913,27,F,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,763,,,,4200    DEGNAN                       BL,,"(34.0085, -118.3314)",1,0,1,0
151211000,4/13/2015,4/12/2015,640,12,77th Street,1255,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0360,35,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,1000 W  75TH                         ST,,"(33.9719, -118.2918)",1,1,0,0
171014536,8/15/2017,7/5/2017,800,10,West Valley,1088,354,THEFT OF IDENTITY,0924 1822,66,M,W,719,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,354,,,,16500    VENTURA                      BL,,"(34.1576, -118.4923)",0,1,0,0
161907530,3/2/2016,3/2/2016,715,19,Mission,1958,310,BURGLARY,1608 0344,29,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,14200    VAN NUYS                     BL,,"(34.251, -118.4428)",0,0,1,0
170120032,7/18/2017,7/18/2017,2050,1,Central,192,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0334,33,F,H,108,PARKING LOT,,,IC,Invest Cont,236,,,,1400 S  GRAND                        AV,,"(34.0372, -118.2654)",0,0,1,0
150715580,10/5/2015,10/5/2015,940,7,Wilshire,726,410,"BURGLARY FROM VEHICLE, ATTEMPTED",1300 1501,44,F,O,104,DRIVEWAY,,,IC,Invest Cont,410,,,,100 N  POINSETTIA                   PL,,"(34.0736, -118.3486)",0,0,1,0
160510061,5/11/2016,5/11/2016,500,5,Harbor,587,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0345 1300,41,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,600    SHEPARD                      ST,,"(33.707, -118.2901)",0,1,0,0
161406728,2/8/2016,2/8/2016,2242,14,Pacific,1483,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,43,M,W,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,7600 W  MANCHESTER                   AV,,"(33.9598, -118.4307)",1,1,0,0
161817251,9/4/2016,9/3/2016,730,18,Southeast,1823,330,BURGLARY FROM VEHICLE,344,40,F,H,103,ALLEY,,,IC,Invest Cont,330,,,,9300 S  SAN PEDRO                    ST,,"(33.952, -118.2695)",0,0,1,0
160119974,7/28/2016,7/28/2016,1550,1,Central,192,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,19,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,FLOWER                       ST,PICO,"(34.0401, -118.2668)",1,0,1,0
170212694,6/23/2017,6/22/2017,1630,2,Rampart,241,330,BURGLARY FROM VEHICLE,0344 1602 1402,29,F,W,101,STREET,,,IC,Invest Cont,330,998,,,300 S  OCCIDENTAL                   BL,,"(34.0677, -118.2821)",0,0,1,0
151607733,4/10/2015,4/10/2015,1300,16,Foothill,1622,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0561 0444 0421 0369 0906 1816 0359 0449 0432,65,M,H,711,"ARCADE,GAME ROOM/VIDEO GAMES (EXAMPLE CHUCKIE CHEESE)*",511,VERBAL THREAT,AA,Adult Arrest,230,,,,11000    SAN FERNANDO                 RD,,"(34.27, -118.4262)",1,1,0,0
141323415,12/13/2014,12/13/2014,900,13,Newton,1381,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0432 0602 0319 0411 1815 0561,44,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,5800 S  BROADWAY,,"(33.9881, -118.2783)",1,0,1,0
150905158,1/26/2015,1/24/2015,2300,9,Van Nuys,926,330,BURGLARY FROM VEHICLE,1822 1609 0344 0352,49,M,W,101,STREET,,,IC,Invest Cont,330,,,,14400    GILMORE                      ST,,"(34.1877, -118.4465)",0,1,0,0
161009428,5/6/2016,5/6/2016,1650,10,West Valley,1007,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1240 1414 0919,25,F,H,108,PARKING LOT,307,VEHICLE,AO,Adult Other,230,,,,SATICOY                      ST,BALBOA                       BL,"(34.2084, -118.5011)",1,0,1,0
161413872,5/13/2016,5/12/2016,2230,14,Pacific,1465,330,BURGLARY FROM VEHICLE,0344 0321,59,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,5000 S  CENTINELA                    AV,,"(33.9866, -118.4153)",0,0,1,0
151306568,2/17/2015,2/16/2015,1915,13,Newton,1347,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0416 0432,41,M,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230,,,,1500 E  32ND                         ST,,"(34.0128, -118.2485)",1,1,0,0
171806557,2/15/2017,2/15/2017,2300,18,Southeast,1837,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0417 1817 1810,50,F,B,518,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,745,,,,1700 E  113TH                        ST,,"(33.9321, -118.2434)",1,0,1,0
151818757,10/11/2015,10/9/2015,2300,18,Southeast,1842,210,ROBBERY,0355 0344 0334 0302 0337,32,M,H,102,SIDEWALK,108,AUTOMATIC WEAPON/SUB-MACHINE GUN,IC,Invest Cont,210,,,,BROADWAY,108TH                        ST,"(33.9383, -118.2781)",1,1,0,0
151004729,1/20/2015,12/25/2013,1100,10,West Valley,1003,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1420 0344,46,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,7600    RESEDA                       BL,,"(34.2084, -118.536)",0,1,0,0
151713099,7/16/2015,6/1/2015,1200,17,Devonshire,1756,354,THEFT OF IDENTITY,1822 0930,58,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,17000    MAYALL                       ST,,"(34.2539, -118.5024)",0,0,1,0
140512893,8/2/2014,8/2/2014,1820,5,Harbor,566,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060,0340 0529 1251 1258 1309 1822,11,F,O,103,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,762,812,,,14TH                         ST,MESA                         ST,"(33.7315, -118.2857)",1,0,1,0
170614152,6/18/2017,6/18/2017,1605,6,Hollywood,643,888,TRESPASSING,2004,,X,X,402,MARKET,,,IC,Invest Cont,888,,,,7200 W  SUNSET                       BL,,"(34.1007, -118.3494)",0,0,0,0
141713398,8/6/2014,8/6/2014,25,17,Devonshire,1768,330,BURGLARY FROM VEHICLE,1307 0321,51,M,O,101,STREET,,,IC,Invest Cont,330,,,,9500    SHOSHONE                     AV,,"(34.2431, -118.5177)",0,1,0,0
150122528,10/6/2015,10/6/2015,1820,1,Central,152,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251,30,M,H,738,LIBRARY,,,IC,Invest Cont,440,,,,600 W  5TH                          ST,,"(34.0502, -118.254)",0,1,0,0
